product_id,sku,name,category,price,cost,description,image_url,stock_quantity,weight,dimensions,created_date
163,SKU-15741,Portable Lamp,Pet Supplies,103.74,43.23,Portable Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-15741.jpg,477,1.62,30x39x35 cm,2024-07-23
164,SKU-94790,Premium Shoes,Beauty,146.62,109.21,Premium Shoes - A high-quality shoes designed for modern needs.,,24,4.34,26x22x12 cm,2024-11-17
165,SKU-67637,Durable Bag,Toys,,82.04,Durable Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-67637.jpg,354,2.54,38x22x10 cm,2025-01-14
166,SKU-17992,Eco Bag,Clothing,275.01,145.34,Eco Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-88964.jpg,40,1.71,23x24x33 cm,2025-07-16
167,SKU-68183,Durable Shirt,Automotive,NaN,156.33,Durable Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-68183.jpg,466,1.83,32x22x45 cm,2024-01-04
168,SKU-93560,Eco Headphones,Toys,184.84,133.17,Eco Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-93560.jpg,347,0.88,6x14x43 cm,2025-10-01
169,SKU-26545,Lightweight Speaker,Home & Kitchen,121.82,80.17,Lightweight Speaker - A high-quality speaker designed for modern needs.,https://example.com/images/sku-26545.jpg,185,1.98,41x7x43 cm,2024-04-12
170,SKU-58760,Lightweight Vacuum,Books,382.73,240.95,Lightweight Vacuum - A high-quality vacuum designed for modern needs.,https://example.com/images/sku-58760.jpg,271,1.9,25x46x22 cm,2024-07-19
171,SKU-34385,Eco Speaker,Books,261.28,199.99,Eco Speaker - A high-quality speaker designed for modern needs.,https://example.com/images/sku-34385.jpg,60,1.38,21x50x33 cm,2024-06-13
172,SKU-74382,Waterproof Watch,,65.71,48.7,Waterproof Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-74382.jpg,231,0.95,50x33x10 cm,2025-10-05
173,SKU-55537,Stylish Headphones,Garden,37.14,22.91,Stylish Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-55537.jpg,456,1.57,15x50x50 cm,2025-10-24
174,SKU-57381,Smart Shoes,Health,116.0,92.11,Smart Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-57381.jpg,405,0.78,36x6x28 cm,2025-05-27
175,SKU-71263,Waterproof Vacuum,Pet Supplies,491.59,222.15,Waterproof Vacuum - A high-quality vacuum designed for modern needs.,https://example.com/images/sku-71263.jpg,452,0.52,24x30x50 cm,2025-03-11
176,SKU-63665,Wireless Bag,Jewelry,41.51,32.75,Wireless Bag - A high-quality bag designed for modern needs.,,328,0.46,34x48x38 cm,2024-10-24
177,SKU-82260,Smart Shoes,Office,295.95,209.27,,https://example.com/images/sku-82260.jpg,66,2.22,8x12x38 cm,2024-04-11
178,SKU-31229,Portable Shirt,,467.7,229.26,Portable Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-31229.jpg,485,4.71,23x10x21 cm,2024-05-26
179,SKU-26406,Wireless Watch,Office,154.9,95.01,,https://example.com/images/sku-26406.jpg,257,3.24,42x42x14 cm,2024-04-30
180,SKU-89316,Waterproof Pen,Automotive,422.05,263.97,,https://example.com/images/sku-89316.jpg,422,4.33,10x7x46 cm,2025-06-19
181,SKU-37631,Portable Headphones,Pet Supplies,288.21,186.54,Portable Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-37631.jpg,15,2.54,45x39x23 cm,2025-08-25
182,SKU-42096,Portable Chair,Pet Supplies,404.64,227.58,Portable Chair - A high-quality chair designed for modern needs.,,232,0.46,8x15x33 cm,2025-01-05
183,SKU-36741,Lightweight Chair,Automotive,305.3,160.29,Lightweight Chair - A high-quality chair designed for modern needs.,,367,1.66,27x30x13 cm,2024-11-20
184,SKU-23917,Wireless Bottle,Automotive,124.66,55.97,Wireless Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-23917.jpg,230,1.31,11x8x23 cm,2024-12-04
185,SKU-42541,Waterproof Bag,Clothing,407.67,315.33,,https://example.com/images/sku-42541.jpg,369,1.63,15x36x37 cm,2025-02-27
186,SKU-75191,Lightweight Watch,Electronics,-10,27.63,Lightweight Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-75191.jpg,234,4.84,18x42x27 cm,2023-12-26
187,SKU-74866,Premium Watch,Jewelry,441.76,292.31,Premium Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-74866.jpg,240,1.5,5x11x32 cm,2024-03-23
188,SKU-57943,Portable Pen,Pet Supplies,204.61,85.55,Portable Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-57943.jpg,26,2.89,17x28x40 cm,2024-08-28
189,SKU-76093,Eco Bag,Books,383.38,196.25,,https://example.com/images/sku-76093.jpg,319,3.43,12x13x11 cm,2024-12-14
190,SKU-54444,Stylish Shoes,Health,469.78,329.78,Stylish Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-54444.jpg,101,3.05,30x37x7 cm,2023-12-23
191,SKU-53652,Premium Shirt,Pet Supplies,239.5,139.58,,https://example.com/images/sku-53652.jpg,310,4.48,13x25x44 cm,2024-09-28
192,SKU-90805,Smart Bag,Garden,422.09,269.08,,https://example.com/images/sku-90805.jpg,259,4.16,39x36x50 cm,2025-06-05
193,SKU-12180,Portable Chair,Automotive,168.96,74.99,,https://example.com/images/sku-12180.jpg,213,2.96,49x45x6 cm,2025-07-10
194,SKU-95929,Lightweight Watch,,486.17,306.96,Lightweight Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-95929.jpg,116,3.63,42x35x15 cm,2025-04-26
195,SKU-59832,Waterproof Shoes,Clothing,411.72,204.57,Waterproof Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-59832.jpg,293,4.75,12x17x6 cm,2025-01-31
196,SKU-29848,Stylish Bag,Toys,346.8,195.65,Stylish Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-29848.jpg,396,3.1,35x8x50 cm,2024-03-27
197,SKU-83516,Wireless Lamp,Automotive,499.07,295.12,Wireless Lamp - A high-quality lamp designed for modern needs.,,192,1.64,16x34x39 cm,2024-10-22
198,SKU-98587,Wireless Vacuum,Pet Supplies,434.49,292.11,,https://example.com/images/sku-98587.jpg,411,3.5,44x35x17 cm,2024-07-16
199,SKU-49124,Portable Bottle,Beauty,471.04,373.49,Portable Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-49124.jpg,394,1.52,18x49x50 cm,2025-03-21
200,SKU-55718,Stylish Chair,Health,N/A,335.51,Stylish Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-55718.jpg,140,1.51,41x48x39 cm,2024-11-29
201,SKU-29198,Durable Vacuum,Sports,0,20.19,Durable Vacuum - A high-quality vacuum designed for modern needs.,https://example.com/images/sku-29198.jpg,40,1.8,33x46x21 cm,2025-03-11
202,SKU-80592,Compact Lamp,Sports,466.85,316.74,Compact Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-80592.jpg,70,0.64,42x20x20 cm,2023-12-28
203,SKU-93616,Wireless Lamp,Beauty,30.98,17.51,Wireless Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-93616.jpg,367,2.41,48x13x5 cm,2025-05-23
204,SKU-95575,Smart Bag,Books,241.34,115.79,,https://example.com/images/sku-95575.jpg,493,1.51,23x46x8 cm,2024-02-06
205,SKU-80143,Waterproof Lamp,Garden,362.94,281.16,Waterproof Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-80143.jpg,467,4.62,31x16x7 cm,2024-12-17
206,SKU-47941,Lightweight Shirt,Electronics,9.59,6.01,Lightweight Shirt - A high-quality shirt designed for modern needs.,,54,4.65,26x23x34 cm,2025-08-24
207,SKU-74738,Wireless Bottle,Clothing,426.27,250.31,,https://example.com/images/sku-74738.jpg,98,4.06,26x15x34 cm,2025-08-31
208,SKU-34405,Portable Pen,Electronics,369.63,264.77,Portable Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-34405.jpg,290,3.4,17x16x44 cm,2025-08-22
209,SKU-77538,Durable Bag,Automotive,47.94,32.01,,https://example.com/images/sku-77538.jpg,94,4.91,35x25x20 cm,2023-11-13
210,SKU-40870,Portable Bag,Books,378.11,295.54,,https://example.com/images/sku-40870.jpg,154,2.95,41x5x21 cm,2025-09-06
211,SKU-40972,Stylish Pen,,335.55,196.69,Stylish Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-40972.jpg,81,2.09,37x50x24 cm,2025-10-13
212,SKU-48671,Eco Headphones,Automotive,309.24,150.8,Eco Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-48671.jpg,68,2.44,34x43x28 cm,2025-01-05
213,SKU-80453,Wireless Chair,Pet Supplies,333.73,162.65,Wireless Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-80453.jpg,126,3.43,43x10x38 cm,2025-02-06
214,SKU-57419,Wireless Pen,Home & Kitchen,459.04,204.22,Wireless Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-57419.jpg,424,2.78,37x17x41 cm,2025-05-09
215,SKU-53007,Smart Shirt,Health,223.71,150.36,Smart Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-53007.jpg,367,2.96,10x37x33 cm,2024-01-02
216,SKU-77272,Lightweight Shirt,Toys,231.12,97.79,Lightweight Shirt - A high-quality shirt designed for modern needs.,,236,3.4,24x6x30 cm,2024-07-24
217,SKU-38560,Premium Pen,Jewelry,41.15,23.43,,https://example.com/images/sku-38560.jpg,358,0.41,8x9x35 cm,2023-12-09
218,SKU-33590,Portable Bag,Pet Supplies,72.04,47.3,Portable Bag - A high-quality bag designed for modern needs.,,373,3.26,31x28x29 cm,2025-02-08
219,SKU-20518,Durable Bag,Office,482.25,361.6,Durable Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-20518.jpg,68,3.3,27x12x16 cm,2025-05-10
220,SKU-83516,Durable Bottle,Garden,489.47,359.24,Durable Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-26691.jpg,387,0.21,24x34x48 cm,2025-05-17
221,SKU-59712,Durable Bottle,Beauty,127.52,68.66,Durable Bottle - A high-quality bottle designed for modern needs.,,141,1.02,12x7x47 cm,2025-01-09
222,SKU-12050,Waterproof Shoes,Beauty,107.01,47.12,Waterproof Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-12050.jpg,17,2.29,48x50x8 cm,2024-07-14
223,SKU-67535,Premium Bag,Beauty,free,191.0,Premium Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-67535.jpg,397,0.38,37x23x19 cm,2025-06-18
224,SKU-88370,Stylish Camera,Pet Supplies,337.9,178.5,Stylish Camera - A high-quality camera designed for modern needs.,,154,4.39,47x38x19 cm,2025-01-03
225,SKU-17989,Portable Watch,,474.52,356.78,Portable Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-17989.jpg,466,0.96,48x32x40 cm,2025-03-28
226,SKU-94320,Premium Vacuum,,193.67,118.1,Premium Vacuum - A high-quality vacuum designed for modern needs.,https://example.com/images/sku-94320.jpg,356,2.14,14x24x29 cm,2024-05-13
227,SKU-41584,Wireless Chair,Beauty,153.86,105.09,,https://example.com/images/sku-41584.jpg,412,2.37,8x40x31 cm,2025-01-06
228,SKU-27575,Wireless Bottle,Toys,125.21,60.27,Wireless Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-27575.jpg,331,0.49,33x28x10 cm,2025-05-08
229,SKU-45187,Compact Speaker,Toys,338.47,217.02,,https://example.com/images/sku-45187.jpg,447,0.46,42x47x40 cm,2024-06-16
230,SKU-53642,Lightweight Lamp,,478.72,194.42,Lightweight Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-53642.jpg,479,1.03,12x35x20 cm,2025-10-19
231,SKU-76248,Waterproof Pen,Toys,457.99,284.33,Waterproof Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-36805.jpg,397,1.49,34x39x46 cm,2024-11-08
232,SKU-57139,Portable Watch,Health,,259.18,Portable Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-57139.jpg,411,4.91,35x25x18 cm,2024-11-20
233,SKU-15992,Stylish Bag,,432.72,301.39,Stylish Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-15992.jpg,8,1.38,42x42x31 cm,2024-09-04
234,SKU-53236,Smart Lamp,Beauty,193.02,141.55,,https://example.com/images/sku-53236.jpg,255,2.8,48x26x21 cm,2025-03-21
235,SKU-32050,Lightweight Chair,Garden,398.51,186.39,Lightweight Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-32050.jpg,368,2.78,16x39x46 cm,2024-01-06
236,SKU-19742,Wireless Speaker,Office,29.01,11.68,,https://example.com/images/sku-19742.jpg,70,4.23,19x9x50 cm,2024-04-09
237,SKU-76287,Premium Lamp,,189.73,122.78,Premium Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-76287.jpg,341,4.68,35x47x36 cm,2023-11-23
238,SKU-82305,Premium Bottle,Toys,10.87,6.65,,https://example.com/images/sku-82305.jpg,140,2.73,23x6x37 cm,2025-10-21
239,SKU-33496,Durable Shoes,Home & Kitchen,459.43,280.14,,https://example.com/images/sku-33496.jpg,123,1.04,38x21x27 cm,2024-08-06
240,SKU-58896,Durable Mug,Toys,232.2,115.47,Durable Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-58896.jpg,356,1.21,48x10x46 cm,2025-09-02
241,SKU-63120,Premium Mug,Toys,191.7,113.18,Premium Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-63120.jpg,326,0.15,15x10x36 cm,2025-01-24
242,SKU-22499,Stylish Camera,Health,,226.27,Stylish Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-22499.jpg,461,4.35,41x35x22 cm,2023-12-24
243,SKU-46749,Eco Headphones,Health,283.94,117.31,,https://example.com/images/sku-46749.jpg,475,4.27,6x18x42 cm,2024-04-02
244,SKU-49226,Durable Mug,Clothing,284.16,178.08,Durable Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-49226.jpg,434,2.01,39x26x29 cm,2024-03-29
245,SKU-67961,Eco Bottle,Electronics,53.35,26.29,Eco Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-55332.jpg,38,1.77,44x43x30 cm,2024-10-06
246,SKU-45825,Premium Headphones,Pet Supplies,496.33,295.93,Premium Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-45825.jpg,182,2.81,29x32x16 cm,2025-10-03
247,SKU-59816,Waterproof Headphones,Home & Kitchen,387.22,200.64,,https://example.com/images/sku-59816.jpg,126,3.59,10x22x14 cm,2024-11-30
248,SKU-61068,Smart Pen,Automotive,NaN,80.14,Smart Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-61068.jpg,482,1.61,28x22x11 cm,2024-03-21
249,SKU-66489,Eco Shirt,Books,280.71,169.82,,https://example.com/images/sku-66489.jpg,52,0.23,27x40x10 cm,2025-07-10
250,SKU-52523,Waterproof Shoes,,11.11,6.28,Waterproof Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-52523.jpg,398,0.52,40x20x41 cm,2025-04-23
251,SKU-59903,Smart Headphones,Clothing,73.73,38.37,,https://example.com/images/sku-59903.jpg,252,0.82,15x32x22 cm,2025-01-11
252,SKU-20082,Portable Chair,Automotive,129.59,64.62,Portable Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-20082.jpg,320,2.53,44x17x34 cm,2024-02-24
253,SKU-10887,Smart Watch,,169.45,109.82,Smart Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-10887.jpg,411,4.32,33x26x32 cm,2025-09-03
254,SKU-49378,Waterproof Shirt,Automotive,303.59,205.87,Waterproof Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-49378.jpg,245,1.64,30x25x23 cm,2025-10-18
255,SKU-41775,Lightweight Camera,Automotive,191.15,138.89,Lightweight Camera - A high-quality camera designed for modern needs.,,201,1.89,41x17x42 cm,2025-05-18
256,SKU-82102,Smart Headphones,Electronics,476.74,278.73,Smart Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-82102.jpg,362,1.13,23x49x9 cm,2024-12-29
257,SKU-93012,Lightweight Shirt,Sports,124.8,82.8,Lightweight Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-93012.jpg,366,2.17,29x9x33 cm,2025-07-11
258,SKU-42853,Lightweight Camera,Health,255.77,196.47,Lightweight Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-62534.jpg,354,2.15,7x28x49 cm,2025-05-09
259,SKU-21138,Waterproof Headphones,Home & Kitchen,385.63,255.69,,https://example.com/images/sku-21138.jpg,181,0.92,44x7x41 cm,2025-08-28
260,SKU-53463,Durable Shoes,Pet Supplies,218.08,88.15,,https://example.com/images/sku-53463.jpg,132,1.19,38x40x42 cm,2025-10-11
261,SKU-68429,Waterproof Lamp,Automotive,198.61,140.8,Waterproof Lamp - A high-quality lamp designed for modern needs.,,301,3.48,14x27x6 cm,2025-03-15
262,SKU-64522,Eco Watch,Home & Kitchen,62.45,48.48,,https://example.com/images/sku-64522.jpg,72,1.81,26x34x18 cm,2025-04-23
263,SKU-72411,Lightweight Vacuum,Home & Kitchen,221.89,150.6,,https://example.com/images/sku-72411.jpg,163,0.43,7x50x12 cm,2023-11-30
264,SKU-24334,Stylish Headphones,Office,401.02,309.57,,https://example.com/images/sku-24334.jpg,379,1.3,16x40x15 cm,2024-10-10
265,SKU-70562,Wireless Bag,Beauty,399.89,260.69,,https://example.com/images/sku-70562.jpg,95,3.24,32x30x6 cm,2025-07-27
266,SKU-87621,Compact Chair,Toys,197.47,134.65,Compact Chair - A high-quality chair designed for modern needs.,,105,1.46,50x9x41 cm,2024-02-19
267,SKU-57945,Wireless Shirt,Automotive,102.55,45.69,,https://example.com/images/sku-57945.jpg,343,4.33,38x45x25 cm,2025-07-10
268,SKU-61451,Durable Camera,Jewelry,61.54,33.28,Durable Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-61451.jpg,234,3.13,48x50x24 cm,2025-07-28
269,SKU-98094,Waterproof Mug,Clothing,160.03,79.28,,https://example.com/images/sku-98094.jpg,59,1.0,49x14x37 cm,2024-12-08
270,SKU-28070,Durable Camera,Jewelry,N/A,92.46,Durable Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-28070.jpg,325,2.73,46x16x40 cm,2024-04-25
271,SKU-28388,Lightweight Watch,Clothing,160.72,93.28,Lightweight Watch - A high-quality watch designed for modern needs.,,27,4.34,5x36x13 cm,2024-05-24
272,SKU-76248,Durable Bottle,,250.01,168.48,Durable Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-76248.jpg,212,3.58,33x36x15 cm,2024-01-30
273,SKU-54473,Waterproof Speaker,Sports,21.18,10.38,Waterproof Speaker - A high-quality speaker designed for modern needs.,https://example.com/images/sku-38905.jpg,147,0.92,34x41x36 cm,2025-05-22
274,SKU-85066,Wireless Mug,Home & Kitchen,137.61,84.94,Wireless Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-85066.jpg,187,2.76,7x33x39 cm,2024-06-17
275,SKU-95678,Durable Mug,Pet Supplies,127.53,95.64,Durable Mug - A high-quality mug designed for modern needs.,,16,2.3,27x10x33 cm,2024-03-06
276,SKU-87060,Compact Lamp,Garden,178.56,122.19,Compact Lamp - A high-quality lamp designed for modern needs.,,323,2.2,44x13x18 cm,2024-06-05
277,SKU-55982,Premium Camera,Health,144.14,88.72,Premium Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-55982.jpg,165,4.9,23x23x41 cm,2024-08-06
278,SKU-22481,Wireless Headphones,Clothing,481.57,343.97,Wireless Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-22481.jpg,470,0.39,22x46x13 cm,2025-10-25
279,SKU-96585,Smart Lamp,Garden,164.44,82.06,Smart Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-29168.jpg,431,3.41,36x14x41 cm,2025-08-15
280,SKU-64293,Portable Headphones,Toys,228.74,149.47,Portable Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-64293.jpg,450,3.87,30x37x22 cm,2025-10-18
281,SKU-73968,Stylish Chair,Automotive,293.07,219.09,,https://example.com/images/sku-73968.jpg,433,3.69,34x45x47 cm,2025-10-21
282,SKU-80048,Stylish Mug,Toys,112.83,64.52,Stylish Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-80048.jpg,108,2.52,25x23x26 cm,2025-05-20
283,SKU-84205,Waterproof Shirt,Books,395.21,299.44,,https://example.com/images/sku-84205.jpg,390,0.34,11x45x34 cm,2023-11-23
284,SKU-67840,Eco Shirt,,5.33,4.17,Eco Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-67840.jpg,103,4.98,13x46x24 cm,2024-04-17
285,SKU-95798,Portable Mug,,128.94,70.75,Portable Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-95798.jpg,462,3.28,8x30x45 cm,2024-09-14
286,SKU-95915,Compact Bag,,353.33,141.49,Compact Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-95915.jpg,244,0.48,42x19x38 cm,2025-10-03
287,SKU-11056,Lightweight Speaker,Garden,175.07,78.47,,https://example.com/images/sku-11056.jpg,440,2.17,13x35x9 cm,2024-06-28
288,SKU-23425,Durable Mug,Home & Kitchen,160.11,120.47,Durable Mug - A high-quality mug designed for modern needs.,,70,1.98,13x46x48 cm,2024-04-01
289,SKU-83831,Eco Bottle,Electronics,307.11,143.0,Eco Bottle - A high-quality bottle designed for modern needs.,,179,3.64,45x14x31 cm,2025-07-29
290,SKU-21362,Lightweight Lamp,Home & Kitchen,74.31,33.38,Lightweight Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-21362.jpg,373,1.98,32x25x13 cm,2024-07-17
291,SKU-21042,Portable Headphones,Beauty,278.93,178.52,Portable Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-21042.jpg,311,1.5,49x6x47 cm,2024-09-10
292,SKU-89551,Compact Bottle,Health,98.38,54.77,,https://example.com/images/sku-89551.jpg,330,0.37,20x36x29 cm,2024-03-01
293,SKU-93634,Compact Chair,Jewelry,40.15,30.33,,https://example.com/images/sku-93634.jpg,6,4.94,25x13x29 cm,2025-06-11
294,SKU-81612,Durable Vacuum,Office,90.52,53.26,Durable Vacuum - A high-quality vacuum designed for modern needs.,,394,0.46,42x9x5 cm,2024-08-01
295,SKU-17925,Compact Speaker,Pet Supplies,-10,103.95,Compact Speaker - A high-quality speaker designed for modern needs.,https://example.com/images/sku-17925.jpg,364,2.56,31x32x49 cm,2024-12-22
296,SKU-80328,Eco Headphones,Health,309.94,158.38,Eco Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-80328.jpg,158,0.49,18x14x39 cm,2024-10-06
297,SKU-93138,Durable Camera,Pet Supplies,418.09,281.13,Durable Camera - A high-quality camera designed for modern needs.,,33,1.62,32x20x8 cm,2024-07-14
298,SKU-25202,Eco Bag,Books,308.09,130.02,Eco Bag - A high-quality bag designed for modern needs.,,341,3.73,16x12x5 cm,2025-10-31
299,SKU-11487,Smart Pen,Clothing,250.72,135.06,Smart Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-11487.jpg,264,3.94,21x15x28 cm,2024-03-15
300,SKU-25473,Portable Pen,Pet Supplies,0,240.54,Portable Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-25473.jpg,219,1.43,9x21x50 cm,2025-06-19
301,SKU-69663,Eco Chair,Health,183.26,109.93,,https://example.com/images/sku-69663.jpg,290,0.92,15x21x11 cm,2025-06-16
302,SKU-76692,Eco Lamp,,26.8,19.97,Eco Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-76692.jpg,125,0.33,28x29x14 cm,2024-05-08
303,SKU-95944,Premium Bottle,Toys,116.14,57.99,Premium Bottle - A high-quality bottle designed for modern needs.,,468,3.63,22x9x41 cm,2024-11-22
304,SKU-98254,Eco Bottle,Electronics,93.78,67.68,,https://example.com/images/sku-98254.jpg,23,4.77,9x34x23 cm,2024-09-20
305,SKU-82494,Stylish Mug,Books,8.94,4.29,,https://example.com/images/sku-82494.jpg,288,3.94,44x20x34 cm,2024-11-18
306,SKU-35614,Waterproof Chair,Garden,,317.39,Waterproof Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-35614.jpg,125,0.84,31x6x19 cm,2025-05-14
307,SKU-80592,Stylish Headphones,Automotive,5.72,3.79,Stylish Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-11257.jpg,434,3.72,24x11x18 cm,2025-05-02
308,SKU-74491,Compact Bag,Electronics,486.42,222.27,Compact Bag - A high-quality bag designed for modern needs.,,143,0.56,19x38x31 cm,2025-10-24
309,SKU-21128,Stylish Chair,Jewelry,52.31,23.72,,https://example.com/images/sku-21128.jpg,419,2.03,42x41x8 cm,2025-01-25
310,SKU-48230,Smart Lamp,Sports,426.2,328.35,Smart Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-48230.jpg,201,3.53,25x25x33 cm,2024-08-11
311,SKU-36569,Compact Mug,Clothing,391.07,247.89,Compact Mug - A high-quality mug designed for modern needs.,,79,0.62,33x34x25 cm,2024-12-27
312,SKU-56961,Eco Bottle,Pet Supplies,107.78,56.4,Eco Bottle - A high-quality bottle designed for modern needs.,,135,4.28,10x15x48 cm,2024-09-13
313,SKU-38183,Waterproof Speaker,Automotive,78.42,53.68,Waterproof Speaker - A high-quality speaker designed for modern needs.,https://example.com/images/sku-38183.jpg,495,1.84,37x8x48 cm,2024-09-08
314,SKU-14073,Portable Shirt,,428.03,266.4,Portable Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-14073.jpg,281,1.32,34x11x13 cm,2024-03-10
315,SKU-39135,Premium Speaker,Clothing,103.08,57.75,Premium Speaker - A high-quality speaker designed for modern needs.,,351,3.19,46x10x42 cm,2025-06-29
316,SKU-12857,Portable Mug,,102.89,67.74,Portable Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-12857.jpg,414,0.73,26x12x7 cm,2025-02-21
317,SKU-91439,Premium Shirt,Toys,411.73,229.75,Premium Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-85220.jpg,15,1.98,32x16x27 cm,2024-06-13
318,SKU-46681,Smart Watch,Books,442.29,183.05,,https://example.com/images/sku-46681.jpg,317,3.12,46x23x36 cm,2025-01-01
319,SKU-17992,Wireless Chair,Home & Kitchen,143.49,65.27,Wireless Chair - A high-quality chair designed for modern needs.,https://example.com/images/sku-17992.jpg,102,3.25,38x20x45 cm,2025-05-16
320,SKU-57069,Premium Bag,Books,274.54,163.04,Premium Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-57069.jpg,467,2.87,25x29x22 cm,2024-05-09
321,SKU-88265,Premium Vacuum,Beauty,19.51,14.13,Premium Vacuum - A high-quality vacuum designed for modern needs.,https://example.com/images/sku-88265.jpg,143,0.39,35x38x27 cm,2025-06-27
322,SKU-23124,Compact Shirt,Beauty,330.15,167.26,,https://example.com/images/sku-23124.jpg,417,3.98,8x19x41 cm,2024-12-08
323,SKU-33081,Stylish Shirt,Beauty,298.3,215.52,Stylish Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-33081.jpg,357,1.86,42x6x50 cm,2025-10-24
324,SKU-83873,Stylish Camera,Clothing,error,134.86,Stylish Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-83873.jpg,414,4.42,36x39x24 cm,2024-05-04
325,SKU-21830,Lightweight Speaker,Electronics,120.15,58.58,,https://example.com/images/sku-21830.jpg,269,2.44,26x44x17 cm,2024-03-19
